ผู้สมัครรับเลือกตั้งสมาชิกวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
สมุทรสงคราม,นายณรงค์ เวชการ,5,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
สมุทรสงคราม,นายธนวุฒิ โมทย์วารีศรี,1,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
สมุทรสงคราม,นายสัมพันธ์ พงศ์พรรณากูล,3,ชาย,51 - 60 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
สมุทรสงคราม,นายอภิชาติ กิตติศักดิ์นาวิน,7,ชาย,40 - 50 ปี,ปริญญาโท,ที่ปรึกษา
สมุทรสงคราม,พลเอกดำรงค์ ศรีประเสริฐ,2,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
สมุทรสงคราม,พันโทวิทยา รุ่งกระจ่าง,9,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
สมุทรสงคราม,ร้อยตำรวจตรีศิลป์ชัย บุญเจริญ,6,ชาย,51 - 60 ปี,ปริญญาตรี,ข้าราชการบำนาญ
สมุทรสาคร,นางสาวจิราพร วัฒนชัย,6,หญิง,51 - 60 ปี,ปริญญาตรี,อาชีพอื่นๆ
สมุทรสาคร,นางสาวเอ็นดู ชอบชื่น,5,หญิง,40 - 50 ปี,ปริญญาโท,ครู/อาจารย์/นักวิชาการ
สมุทรสาคร,นายเกรียงศักดิ์ แสงสว่าง,2,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
สมุทรสาคร,นายวันชัย แสงสุขเอี่ยม,3,ชาย,61 - 70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
สมุทรสาคร,นายสุนทร วัฒนาพร,1,ชาย,51 - 60 ปี,ปริญญาเอก,ธุรกิจส่วนตัว/ค้าขาย
สมุทรสาคร,พันตรีธนพงษ์ จันทร์ทอง,4,ชาย,51 - 60 ปี,ปริญญาเอก,ธุรกิจส่วนตัว/ค้าขาย
สระแก้ว,นางดวงพร เทียนทอง,2,หญิง,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
สระแก้ว,นายประพันธ์ บัวศรี,1,ชาย,61 - 70 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
สระบุรี,นายบุญส่ง เกิดหลำ,2,ชาย,40 - 50 ปี,ปริญญาโท,นักการเมือง
สระบุรี,นายบุรินทร์ วิจิตรศิริ,3,ชาย,61 - 70 ปี,ปริญญาตรี,รับจ้าง/อาชีพอิสระ
สระบุรี,นายสำราญ เปสลาพันธ์,4,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
สระบุรี,นายสุนทร โพนโต,5,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
สระบุรี,นายอำนวย ปิ่นพิลา,1,ชาย,51 - 60 ปี,ปริญญาเอก,พนักงานของรัฐ
สิงห์บุรี,นางสาวนิชดา ตันติลักษณ์,4,หญิง,40 - 50 ปี,ปริญญาโท,ข้าราชการประจำ
สิงห์บุรี,นายชัยวุฒิ ธนาคมานุสรณ์,2,ชาย,40 - 50 ปี,ปริญญาตรี,อาชีพอื่นๆ
สิงห์บุรี,นายพิบูลย์ ฤทธิ์มาก,5,ชาย,40 - 50 ปี,ปริญญาตรี,อาชีพอื่นๆ
สิงห์บุรี,นายพิภพ ใจเพียร,3,ชาย,51 - 60 ปี,ปริญญาตรี,ทนาย/นักกฎหมาย
สิงห์บุรี,นายยุทธิพันธ์ นุชธุรี,6,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
สิงห์บุรี,นายไสวรินทร์ ศรีชำนิ,1,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการบำนาญ
สุโขทัย,นางบุญพา ลิมปะพันธุ์,2,หญิง,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
สุโขทัย,นายดำรงค์ฤกษ์ กลิ่นแก้ว,5,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการประจำ
สุโขทัย,นายประเสริฐ จันทร์แยง,4,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการประจำ
สุโขทัย,นายไพศาล ช. ศิริสนธิ,3,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
สุโขทัย,นายภูมิสิทธิ์ มั่นคง,1,ชาย,61 - 70 ปี,ปริญญาโท,ครู/อาจารย์/นักวิชาการ
สุพรรณบุรี,นายจองชัย เที่ยงธรรม,2,ชาย,71 - 80 ปี,ปริญญาตรี,ทนาย/นักกฎหมาย
สุพรรณบุรี,นายไพรัช ภู่แก้ว,4,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
สุพรรณบุรี,นายวิทย์วัส โพธสุธน,1,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
สุพรรณบุรี,นายอนุศักดิ์ คงมาลัย,3,ชาย,51 - 60 ปี,ปริญญาตรี,แพทย์
สุราษฎร์ธานี,นายธีระยุทธ เอี่ยมตระกูล,2,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการบำนาญ
สุราษฎร์ธานี,นายไสว สงศิริ,3,ชาย,61 - 70 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
สุราษฎร์ธานี,พลอากาศเอกสุจินต์ แช่มช้อย,1,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
สุรินทร์,นางศิริพร สุเมธารัตน์,3,หญิง,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
สุรินทร์,นายนุรุทธิ์ เจริญพันธ์,4,ชาย,51 - 60 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
สุรินทร์,นายประดุจ มั่นหมาย,1,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการประจำ
สุรินทร์,นายสุชีพ แข่งขัน,2,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการประจำ
สุรินทร์,นายสุชีพ พฤฒิพันธ์พิศุทธ์,6,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
สุรินทร์,นายเสกสรรค์ นิสัยกล้า,7,ชาย,61 - 70 ปี,ปริญญาเอก,ครู/อาจารย์/นักวิชาการ
สุรินทร์,ร้อยเอกสมพร สาลีงาม,5,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
หนองคาย,นางจิรัชยา ไกรศวร,4,หญิง,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
หนองคาย,นายสุรพงษ์ ผลบูรณ์,2,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
หนองคาย,นายอาทิตย์ ศรีตะบุตร,3,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
หนองคาย,นายอุทรฑ์ เกฐสิทธิ์,1,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการประจำ
หนองบัวลำภู,นางณัฐพิชา นามพรหม,8,หญิง,51 - 60 ปี,ปริญญาตรี,อาชีพอื่นๆ
หนองบัวลำภู,นางสุมาลี เมืองนาง,12,หญิง,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
หนองบัวลำภู,นายคงศักดิ์ สวัสดิภาพ,10,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
หนองบัวลำภู,นายคำสิงห์ ศรีลาวงศ์,14,ชาย,61 - 70 ปี,ปริญญาตรี,เกษตรกร
หนองบัวลำภู,นายบัญชา สุปัญญา,15,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
หนองบัวลำภู,นายประดิษฐ์ พลเยี่ยม,13,ชาย,61 - 70 ปี,ปริญญาตรี,เกษตรกร
หนองบัวลำภู,นายประพาส นวนสำลี,6,ชาย,51 - 60 ปี,ปริญญาตรี,เกษตรกร
หนองบัวลำภู,นายประไว คงอาษา,3,ชาย,51 - 60 ปี,ปริญญาตรี,เกษตรกร
หนองบัวลำภู,นายลิขิต พิบูลย์ดิษฐ์,7,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการบำนาญ
หนองบัวลำภู,นายวิเชษฐ คำก้อย,1,ชาย,51 - 60 ปี,ปริญญาตรี,ทนาย/นักกฎหมาย
หนองบัวลำภู,นายวินัย เสียงเสนาะ,2,ชาย,51 - 60 ปี,ปริญญาตรี,ข้าราชการบำนาญ
หนองบัวลำภู,นายวินิตย์ ผลดี,4,ชาย,40 - 50 ปี,ปริญญาตรี,ทนาย/นักกฎหมาย
หนองบัวลำภู,นายศุภโชค ศรีอุดม,5,ชาย,51 - 60 ปี,ปริญญาตรี,รับจ้าง/อาชีพอิสระ
หนองบัวลำภู,นายสงกรานต์ อาจนนท์ลา,11,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการประจำ
หนองบัวลำภู,นายสมพาน ศรีหอม,9,ชาย,40 - 50 ปี,ปริญญาโท,ข้าราชการประจำ
อ่างทอง,นางมะลิ เริงฤทธิ์,2,หญิง,51 - 60 ปี,ปริญญาตรี,ข้าราชการบำนาญ
อ่างทอง,นายชูศักดิ์ ศรีราชา,1,ชาย,40 - 50 ปี,ปริญญาโท,นักการเมือง
อำนาจเจริญ,นางญาณีนาถ เข็มนาค,1,หญิง,40 - 50 ปี,ปริญญาโท,นักการเมือง
อำนาจเจริญ,นายคชาเทพ ดอกไม้,3,ชาย,40 - 50 ปี,ปริญญาเอก,ข้าราชการประจำ
อำนาจเจริญ,นายชาญณรงค์ คณาเสน,2,ชาย,61 - 70 ปี,ปริญญาตรี,อาชีพอื่นๆ
อำนาจเจริญ,นายธนกร อิงคนินันท์,4,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
อุดรธานี,นางอมรรัตน์ ชัยนาม,2,หญิง,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
อุดรธานี,นางอาภรณ์ สาราคำ,1,หญิง,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
อุดรธานี,นายประจญ กิ่งมิ่งแฮ,7,ชาย,61 - 70 ปี,ปริญญาเอก,ข้าราชการบำนาญ
อุดรธานี,นายวัลลภ จันดาเบ้า,4,ชาย,71 - 80 ปี,ปริญญาเอก,อาชีพอื่นๆ
อุดรธานี,นายสมคิด หอมเนตตร,3,ชาย,51 - 60 ปี,ปริญญาโท,อาชีพอื่นๆ
อุดรธานี,นายสัญชัย ปิยะพงษ์กุล,5,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการบำนาญ
อุดรธานี,นายหมวดตรีหญิงยงฤดี พูลทรัพย์,6,หญิง,61 - 70 ปี,ปริญญาเอก,ธุรกิจส่วนตัว/ค้าขาย
อุตรดิตถ์,นายโปรย สมบัติ,1,ชาย,71 - 80 ปี,ปริญญาตรี,อาชีพอิสระ
อุตรดิตถ์,นายพีระศักดิ์ พอจิต,2,ชาย,51 - 60 ปี,ปริญญาโท,นักการเมือง
อุตรดิตถ์,นายวรนุพงศ์ ลภัสจารุนันท์,3,ชาย,61 - 70 ปี,ปริญญาตรี,นักการเมือง
อุทัยธานี,นางสาวแสงนิล คร้ามใจ,2,หญิง,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
อุทัยธานี,นายไพโรจน์ ทุ่งทอง,1,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว/ค้าขาย
อุบลราชธานี,นางณัฐณิชาช์ เพิ่มทองอินทร์,4,หญิง,51 - 60 ปี,ปริญญาเอก,นักการเมือง
อุบลราชธานี,นางอรไท ทิพย์โอสถ,8,หญิง,51 - 60 ปี,ปริญญาโท,ข้าราชการบำนาญ
อุบลราชธานี,นายเกียรติก้อง จันทรสาขา,7,ชาย,51 - 60 ปี,ปริญญาตรี,เกษตรกร
อุบลราชธานี,นายธีรพงษ์ มุสะกะ,2,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
อุบลราชธานี,นายวัฒนา จันทศิลป์,5,ชาย,51 - 60 ปี,ปริญญาตรี,ทนาย/นักกฎหมาย
อุบลราชธานี,นายวีรพจน์ เพชราเวช,6,ชาย,51 - 60 ปี,ปริญญาตรี,ข้าราชการประจำ
อุบลราชธานี,นายสมชาย เหล่าสายเชื้อ,3,ชาย,51 - 60 ปี,ปริญญาโท,ธุรกิจส่วนตัว/ค้าขาย
อุบลราชธานี,นายไสว ศรีจันทร์,1,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
