ผลคะแนนการเลือกตั้งสมาชิกสภาวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3
สระบุรี,นายบุรินทร์ วิจิตรศิริ,3,"21,982"
สระบุรี,นายสำราญ เปสลาพันธ์,4,"73,449"
สระบุรี,นายสุนทร โพนโต,5,"3,064"
สิงห์บุรี,นายไสวรินทร์ ศรีชำนิ,1,"5,741"
สิงห์บุรี,นายชัยวุฒิ ธนาคมานุสรณ์,2,"37,661"
สิงห์บุรี,นายพิภพ ใจเพียร,3,733
สิงห์บุรี,นางสาวนิชดา ตันติลักษณ์,4,"33,491"
สิงห์บุรี,นายพิบูลย์ ฤทธิ์มาก,5,435
สิงห์บุรี,นายยุทธิพันธ์ นุชธุรี,6,"1,043"
สุโขทัย,นายภูมิสิทธิ์ มั่นคง,1,"67,726"
สุโขทัย,นางบุญพา ลิมปะพันธ์,2,"68,771"
สุโขทัย,นายไพศาล ช. ศิริสนธิ,3,"17,829"
สุโขทัย,นายประเสริฐ จันทร์แยง,4,"14,303"
สุโขทัย,นายดำรงค์ฤกษ์ กลิ่นแก้ว,5,"4,081"
สุพรรณบุรี,นายวิทย์วัส โพธสุธน,1,"119,540"
สุพรรณบุรี,นายจองชัย เที่ยงธรรม,2,"198,838"
สุพรรณบุรี,นายไพรัช ภู่แก้ว,4,"4,261"
สุราษฎร์ธานี,พลอากาศเอกสุจินต์ แช่มช้อย,1,"95,574"
สุราษฎร์ธานี,นายธีระยุทธ เอี่ยมตระกูล,2,"68,847"
สุราษฎร์ธานี,นายไสว สงศิริ,3,"6,163"
สุรินทร์,นายประดุจ มั่นหมาย,1,"61,870"
สุรินทร์,นายสุชีพ แข่งขัน,2,"24,098"
สุรินทร์,รองศาสตราจารย์ ศิริพร สุเมธารัตน์,3,"28,124"
สุรินทร์,นายนุรุทธิ์ เจริญพันธ์,4,"185,807"
สุรินทร์,นายสุชีพ พฤฒิพันธ์พิศุทธ์,6,"67,208"
สุรินทร์,นายเสกสรรค์ นิสัยกล้า,7,"9,587"
หนองคาย,นายอุทรฑ์ เกฐสิทธิ์,1,"26,520"
หนองคาย,นายสุรพงษ์ ผลบูรณ์,2,"13,019"
หนองคาย,นายอาทิตย์ ศรีตะบุตร,3,"104,047"
หนองคาย,นางจิรัชยา ไกรศวร,4,"6,867"
หนองบัวลำภู,นายวินัย เสียงเสนาะ,2,"1,508"
หนองบัวลำภู,นายประไว คงอาษา,3,"2,749"
หนองบัวลำภู,นายวินิตย์ ผลดี,4,"3,407"
หนองบัวลำภู,นายศุภโชค ศรีอุดม,5,"3,050"
หนองบัวลำภู,นายประพาส นวนสำลี,6,"74,582"
หนองบัวลำภู,นายลิขิต พิบูลย์ดิษฐ์,7,"6,379"
หนองบัวลำภู,นางณัฐพิชา นามพรหม,8,"35,258"
หนองบัวลำภู,นายสมพาน ศรีหอม,9,"31,842"
หนองบัวลำภู,นายคงศักดิ์ สวัสดิภาพ,10,"1,712"
หนองบัวลำภู,นายสงกรานต์ อาจนนท์ลา,11,"1,402"
หนองบัวลำภู,นางสุมาลี เมืองนาง,12,"5,875"
หนองบัวลำภู,นายประดิษฐ์ พลเยี่ยม,13,813
หนองบัวลำภู,นายบัญชา สุปัญญา,15,"3,505"
อ่างทอง,นายชูศักดิ์ ศรีราชา,1,"56,935"
อ่างทอง,นางมะลิ เริงฤทธิ์,2,"11,320"
อำนาจเจริญ,นางญานีนาถ เข็มนาค,1,"50,867"
อำนาจเจริญ,นายคชาเทพ ดอกไม้,3,"37,437"
อำนาจเจริญ,นายธนกร อิงคนินันท์,4,"15,767"
อุดรธานี,นางอาภรณ์ สาราคำ,1,"382,019"
อุดรธานี,นางอมรรัตน์ ชัยนาม,2,"13,366"
อุดรธานี,นายสมคิด หอมเนตร,3,"13,381"
อุดรธานี,นายสัญชัย ปิยะพงษ์กุล,5,"43,263"
อุดรธานี,นายหมวดตรีหญิงยงฤดี พูลทรัพย์,6,"5,560"
อุดรธานี,นายประจญ กิ่งมิ่งแฮ,7,"21,997"
อุตรดิตถ์,นายโปรย สมบัติ,1,"37,198"
อุตรดิตถ์,นายพีระศักดิ์ พอจิต,2,"101,895"
อุตรดิตถ์,นายวรนุพงศ์ ลภัสจารุนันท์,3,"13,554"
อุทัยธานี,นายไพโรจน์ ทุ่งทอง,1,"63,207"
อุทัยธานี,นางแสงนิล คร้ามใจ,2,"10,087"
อุบลราชธานี,นายไสว ศรีจันทร์,1,"19,797"
อุบลราชธานี,นายธีระพงษ์ มุสะกะ,2,"12,805"
อุบลราชธานี,นายสมชาย เหล่าสายเชื้อ,3,"286,970"
อุบลราชธานี,นางณัฐณิชาช์ เพิ่มทองอินทร์,4,"188,386"
อุบลราชธานี,นายวัฒนา จันทศิลป์,5,"32,863"
อุบลราชธานี,นายวีรพจน์ เพชราเวช,6,"13,711"
อุบลราชธานี,นายเกียรติก้อง จันทรสาขา,7,"6,455"
อุบลราชธานี,นางอรไท ทิพย์โอสถ,8,"12,531"
